transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amount,week,weekday,transaction_hour
105,2023-01-01,10:56:14,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2022-12-26/2023-01-01,Sunday,10
106,2023-01-01,11:01:48,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,2022-12-26/2023-01-01,Sunday,11
107,2023-01-01,11:01:58,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,2022-12-26/2023-01-01,Sunday,11
108,2023-01-01,11:01:58,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2022-12-26/2023-01-01,Sunday,11
109,2023-01-01,11:03:25,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,2022-12-26/2023-01-01,Sunday,11
110,2023-01-01,11:03:25,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2022-12-26/2023-01-01,Sunday,11
111,2023-01-01,11:04:32,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2022-12-26/2023-01-01,Sunday,11
112,2023-01-01,11:08:11,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,2022-12-26/2023-01-01,Sunday,11
113,2023-01-01,11:08:59,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2022-12-26/2023-01-01,Sunday,11
114,2023-01-01,11:09:01,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,2022-12-26/2023-01-01,Sunday,11
115,2023-01-01,11:10:21,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2022-12-26/2023-01-01,Sunday,11
116,2023-01-01,11:10:21,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2022-12-26/2023-01-01,Sunday,11
117,2023-01-01,11:10:58,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2022-12-26/2023-01-01,Sunday,11
118,2023-01-01,11:12:29,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2022-12-26/2023-01-01,Sunday,11
119,2023-01-01,11:16:02,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2022-12-26/2023-01-01,Sunday,11
120,2023-01-01,11:21:00,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,2022-12-26/2023-01-01,Sunday,11
121,2023-01-01,11:21:04,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2022-12-26/2023-01-01,Sunday,11
122,2023-01-01,11:21:14,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2022-12-26/2023-01-01,Sunday,11
123,2023-01-01,11:23:01,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,2022-12-26/2023-01-01,Sunday,11
124,2023-01-01,11:23:43,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2022-12-26/2023-01-01,Sunday,11
125,2023-01-01,11:23:43,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2022-12-26/2023-01-01,Sunday,11
126,2023-01-01,11:25:35,2,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2022-12-26/2023-01-01,Sunday,11
127,2023-01-01,11:25:37,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2022-12-26/2023-01-01,Sunday,11
128,2023-01-01,11:28:15,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,2022-12-26/2023-01-01,Sunday,11
129,2023-01-01,11:28:29,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,2022-12-26/2023-01-01,Sunday,11
130,2023-01-01,11:29:25,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,2022-12-26/2023-01-01,Sunday,11
131,2023-01-01,11:29:57,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2022-12-26/2023-01-01,Sunday,11
132,2023-01-01,11:29:57,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2022-12-26/2023-01-01,Sunday,11
133,2023-01-01,11:30:22,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2022-12-26/2023-01-01,Sunday,11
134,2023-01-01,11:31:35,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2022-12-26/2023-01-01,Sunday,11
135,2023-01-01,11:31:43,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2022-12-26/2023-01-01,Sunday,11
136,2023-01-01,11:31:43,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2022-12-26/2023-01-01,Sunday,11
137,2023-01-01,11:31:53,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,2022-12-26/2023-01-01,Sunday,11
138,2023-01-01,11:31:53,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2022-12-26/2023-01-01,Sunday,11
139,2023-01-01,11:39:14,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2022-12-26/2023-01-01,Sunday,11
140,2023-01-01,11:39:14,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2022-12-26/2023-01-01,Sunday,11
141,2023-01-01,11:40:26,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,2022-12-26/2023-01-01,Sunday,11
142,2023-01-01,11:43:57,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,2022-12-26/2023-01-01,Sunday,11
143,2023-01-01,11:44:09,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,2022-12-26/2023-01-01,Sunday,11
144,2023-01-01,11:47:13,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2022-12-26/2023-01-01,Sunday,11
145,2023-01-01,11:48:56,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,2022-12-26/2023-01-01,Sunday,11
146,2023-01-01,11:49:42,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2022-12-26/2023-01-01,Sunday,11
147,2023-01-01,11:49:42,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,2022-12-26/2023-01-01,Sunday,11
148,2023-01-01,11:50:16,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2022-12-26/2023-01-01,Sunday,11
149,2023-01-01,11:50:23,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2022-12-26/2023-01-01,Sunday,11
150,2023-01-01,11:50:58,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2022-12-26/2023-01-01,Sunday,11
151,2023-01-01,11:51:30,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,2022-12-26/2023-01-01,Sunday,11
152,2023-01-01,11:52:31,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2022-12-26/2023-01-01,Sunday,11
153,2023-01-01,11:57:17,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,2022-12-26/2023-01-01,Sunday,11
154,2023-01-01,11:57:59,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,2022-12-26/2023-01-01,Sunday,11
155,2023-01-01,11:57:59,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2022-12-26/2023-01-01,Sunday,11
156,2023-01-01,11:58:15,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2022-12-26/2023-01-01,Sunday,11
157,2023-01-01,12:00:20,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,2022-12-26/2023-01-01,Sunday,12
158,2023-01-01,12:01:00,2,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2022-12-26/2023-01-01,Sunday,12
159,2023-01-01,12:01:20,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2022-12-26/2023-01-01,Sunday,12
160,2023-01-01,12:01:20,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2022-12-26/2023-01-01,Sunday,12
161,2023-01-01,12:03:09,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2022-12-26/2023-01-01,Sunday,12
162,2023-01-01,12:03:38,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2022-12-26/2023-01-01,Sunday,12
163,2023-01-01,12:03:43,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,2022-12-26/2023-01-01,Sunday,12
164,2023-01-01,12:04:22,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2022-12-26/2023-01-01,Sunday,12
165,2023-01-01,12:05:31,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,2022-12-26/2023-01-01,Sunday,12
